BusStopCode,Latitude,Longitude,Attraction
18099,1.29393169432811,103.78953616897,
18101,1.292825,103.786354,
18109,1.29403436577434,103.78672599789,
18111,1.30059305599352,103.784484166989,
18119,1.30004638896912,103.784667499999,
18121,1.29751168042934,103.785420948261,
18129,1.29776225378985,103.785707676447,
18131,1.28950073498414,103.791832796347,
18141,1.30418279677397,103.78788091439,
18149,1.30253001117245,103.787241438333,
18151,1.30051083054497,103.78864286196,
18159,1.3003468994065,103.788583689983,
18171,1.29905478616662,103.794129103513,
18179,1.29988107543841,103.793045475681,
18181,1.29714585347396,103.793693619762,
18189,1.29839662957663,103.793903161935,
18191,1.29445611099682,103.795943888993,
18199,1.29544342826531,103.794076174404,
18201,1.29498098725808,103.793228752695,
18211,1.29161816867907,103.795222637062,
18221,1.29630067771211,103.783465533938,
18239,1.29678943404486,103.783187826266,
18241,1.29092304543197,103.787078610521,
18249,1.29072399998624,103.787127000028,
18251,1.29068138903164,103.788453610974,
18261,1.29015996757499,103.789338061837,
18269,1.29010333301913,103.789186943996,
18271,1.28840699998743,103.789927784598,
18279,1.28840636755823,103.789766224823,
18281,1.28752556916883,103.791212215417,
18289,1.28738105702672,103.791205979,
18301,1.29738521493261,103.780926985672,
18309,1.29752011664987,103.781341986151,
18311,1.29743814797617,103.77792133384,
18319,1.29752638901257,103.778131111022,
18321,1.29879333297449,103.775619167026,
18329,1.2989244439988,103.776114167013,
18331,1.2937072200211,103.784891399989,Kent Ridge MRT Station
18339,1.29379302903228,103.785079100026,
19011,1.30781638901709,103.784236666966,
19019,1.30807305598128,103.784759166995,
19021,1.30965490194051,103.781201806784,
19029,1.3095609201372,103.782018793882,
19031,1.31123416666912,103.778383611132,
19039,1.31167951129602,103.778683905529,Dover MRT Station
19041,1.31235972197855,103.775527500013,
19049,1.31266302174215,103.774792159225,
19051,1.30896444398008,103.773923332995,
19059,1.30894500001531,103.772722500006,
19061,1.30752442673366,103.777821224629,
19069,1.30778758326419,103.776711704669,
19071,1.30515500002931,103.781083055973,
19079,1.30610305600543,103.780129721991,
19081,1.30256972202724,103.782824721994,
19089,1.30370305599194,103.781843889,
19091,1.30739277801307,103.782082221998,
19099,1.30697118032996,103.781912362214,
20011,1.31308624553797,103.761287312202,
20019,1.31357611099308,103.761510833016,
20021,1.31675923723731,103.757889592237,
20029,1.31772833949651,103.757679897442,
20031,1.32055987103977,103.75464677813,
20039,1.32102499760642,103.754715106557,
20051,1.32258708167298,103.747544288618,
20059,1.32332108750232,103.747693510046,
20061,1.32380614051658,103.742985664247,
20069,1.32405636523113,103.744187939431,
20081,1.32660472912447,103.738792280354,
20089,1.32702967705527,103.73922295295,
20101,1.31993714188512,103.762219267304,
20109,1.32085220079341,103.762069998564,
20121,1.32023972200054,103.737079999973,
20129,1.32034555007728,103.737541054235,
20131,1.3155936163792,103.751851151702,
20139,1.31584166892255,103.752043766752,
20141,1.31771999750607,103.748771052803,
20149,1.31795969674094,103.748972669255,
20151,1.31829668687275,103.746310472516,
20159,1.31851137522994,103.746401665814,
20161,1.31915476642967,103.742136955266,
20169,1.31928347830225,103.74251246451,
20171,1.31967681449311,103.739844346935,
20179,1.32000211967899,103.739100694654,
20181,1.32048478912567,103.747458457963,
20189,1.32030501410074,103.74727299946,
20191,1.31924166701026,103.748456389011,
20199,1.31908111097886,103.748199721974,
20201,1.32127611097845,103.743405277993,
20209,1.32043333301332,103.744074443994,
20211,1.32177193921987,103.741840002419,
20219,1.32205689998871,103.74143326706,
20231,1.32234407286907,103.739443959566,
20239,1.32246879634748,103.73947011846,
20241,1.32116277513743,103.736383629864,
20249,1.32162000001571,103.736703598294,
20251,1.31975500989852,103.744471020763,
20259,1.31962187605788,103.744770025327,
20261,1.3215997308483,103.74546423225,
20269,1.32151780618055,103.745809449478,
20271,1.32527553308365,103.745508873254,
20281,1.31234219524906,103.754842144008,
20289,1.31248801817062,103.755034156362,
20291,1.31095062259154,103.757714308045,
20299,1.3109280417106,103.758575440441,
20309,1.31062303116794,103.754037661634,
20319,1.31259468493848,103.752844213074,
20329,1.31503304622752,103.7510206609,
20331,1.31329138901596,103.749263332968,
20341,1.31186472196722,103.750473332978,
21011,1.32534328766029,103.728668498775,
21019,1.32554867828642,103.727033179886,
21021,1.32419322170223,103.723790088904,
21029,1.32429728567538,103.721807669162,
21041,1.3209197220107,103.720120277974,
21049,1.32107250538852,103.720245209563,
21051,1.312256111,103.7304481,
21059,1.311953889,103.7301381,
21069,1.31237305598007,103.719185277997,
21071,1.31394221438857,103.722267421612,
21079,1.31342751032359,103.722797633778,
21089,1.31206487520147,103.7229645252,
21099,1.31014377264327,103.711103460924,
21109,1.31100299869144,103.721097707731,
21111,1.31442640542243,103.712383277443,
21119,1.31397291780129,103.712019364897,
21121,1.31469130993085,103.716016874803,
21129,1.31427443753325,103.714931410532,
21131,1.31470833302608,103.717993610974,
21139,1.31433044660166,103.718465630377,
21141,1.31517431113868,103.719573685002,
21149,1.315633,103.719896,
21151,1.3169920318205,103.719889443306,
21159,1.31868562417111,103.720429220862,
21161,1.35043949411648,103.712741322872,
21169,1.35074356093462,103.712758125681,
21171,1.3258163890121,103.719066110982,
21179,1.32586166697514,103.719295277966,
21181,1.329915,103.720953,
21189,1.33026046590704,103.721222942497,
21191,1.33290982216515,103.720445414503,
21199,1.333309472028,103.720512928395,
21201,1.33683396424463,103.7177863914,
21209,1.33687648564633,103.718055998951,
21211,1.34004972199531,103.716068332984,
21219,1.34010356133429,103.71625930906,
21229,1.34206,103.716007,
21231,1.34359535075913,103.715990403388,
21239,1.34450482589547,103.716330354051,
21241,1.34973665190679,103.712354253128,
21249,1.34958421982025,103.712493181236,
21251,1.33624121368399,103.710347414008,
21259,1.33604134949327,103.710437001684,
21261,1.33393514008105,103.710250854515,
21269,1.33418183646412,103.710497617737,
21271,1.33465896770641,103.719473154436,
21279,1.33491282590378,103.719525178184,
21291,1.31585422996408,103.709433516716,
21299,1.316014,103.709922,
21301,1.31849721492889,103.709970541398,
21309,1.3191903081711,103.710546978779,
21311,1.32320514106483,103.709563808453,
21319,1.32377340235344,103.709804220804,
21321,1.32624055798556,103.708854293708,
21329,1.32691548284142,103.70901792785,
21331,1.33029049207675,103.707967852615,
21339,1.33042465634522,103.708323226852,
21341,1.33517345758852,103.708958255737,
21349,1.33506459808859,103.709244732685,
21351,1.33882138642125,103.70956429009,
